,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184
Satt424,2,-1,2,-1,0,0,0,-1,0,0,-1,2,2,0,2,2,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,2,2,-1,-1,0,0,-1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,0,2,-1,-1,2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,2,2,0,-1,2,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,2,0,-1,2,0,-1,0,0,0,2,-1,2,2,-1,0,0,0,0,-1,-1,0,0,2,0,0,0,2,-1,0,0,0,2,-1,2,0,-1,-1,-1,-1,-1,0,0,-1,2,-1,2,2,0,2,-1,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,2,0,2,2,2,0,0,0,2,0
Sat_199,0,0,0,2,2,2,0,0,2,2,2,0,2,0,2,2,0,2,0,2,0,0,0,-1,-1,-1,2,2,0,2,0,2,2,2,2,0,2,2,0,0,2,0,2,2,0,2,2,0,2,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,0,2,2,2,0,2,2,2,2,2,0,0,0,2,0,0,2,2,2,2,0,0,2,0,2,2,2,0,2,2,0,0,0,0,0,2,0,2,2,-1,-1,0,2,2,2,2,2,2,0,2,0,2,2,0,0,2,2,0,0
GMKF149a,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,0,2,0,0,-1,-1,2,0,0,2,-1,2,0,0,0,2,2,0,0,2,2,0,2,2,0,2,0,2,2,2,2,0,0,0,0,2,2,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,-1,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,-1,0,0,0,2,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,2,2,0,2,2,2,-1,2,0,2,0,2,0,2,2,2,2,0,0,2,2,2,-1,0,2,2,0,0,2,0,2,0,2,0,2,0,0,0,-1,0
Sat_400,0,-1,0,0,2,2,2,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,-1,-1,0,-1,-1,2,-1,2,-1,2,0,2,0,2,2,2,0,2,2,2,0,0,2,0,0,-1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,2,2,2,-1,2,0,0,2,2,2,2,0,2,0,0,0,0,2,0,2,2,2,-1,0,0,2,2,2,2,0,0,0,0,0,0,2,2,-1,2,2,2,2,2,2,-1,2,0,-1,2,2,2,2,2,-1,-1,2,0,2,2,-1,2,2,2,2,0,0,2,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,-1,0,2,0,2,0,2,0,0,0,0,2,2
Satt119,0,-1,0,-1,2,0,0,-1,2,2,-1,0,0,0,2,2,-1,2,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,2,2,-1,-1,2,2,-1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,2,0,0,2,0,0,-1,0,-1,-1,-1,-1,-1,0,2,-1,-1,0,0,-1,2,0,-1,0,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GMENOD2B,2,0,-1,-1,-1,-1,-1,0,0,0,2,2,2,0,2,2,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,-1,0,2,2,0,2,2,0,2,2,-1,-1,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,0,0,2,0,2,0,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,2,-1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,-1,0,2,2,2,0,0,2,2,0,2,0,0,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,0,2,0,2,2,2,2,2,0,2,2,0,0,0,0,2,0,2,2,2,0,0,0,0,0
Satt525,2,-1,2,-1,2,0,0,-1,2,2,-1,0,0,0,2,2,-1,2,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,2,-1,-1,2,2,-1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,2,2,-1,-1,2,0,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,0,0,2,0,0,-1,2,-1,-1,-1,-1,-1,0,2,-1,-1,0,0,-1,2,0,-1,0,2,2,2,2,2,2,-1,2,2,2,2,-1,-1,2,0,2,2,2,2,2,-1,2,0,0,2,-1,0,0,-1,-1,-1,-1,2,2,2,2,0,-1,2,0,2,0,0,0,2,2,0,2,2,0,0,2,2,2,2,2,0,0,2,-1,-1,-1,-1,-1,-1,0,2,2,0,0,0,2,0,0,0
A117_2H,0,0,0,2,-1,-1,-1,2,0,2,2,0,0,0,2,2,0,2,2,0,0,2,0,2,0,0,-1,2,2,-1,0,2,-1,2,0,2,2,2,0,0,2,0,2,2,2,0,2,0,2,2,2,-1,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,2,-1,0,-1,-1,-1,0,0,2,2,0,0,0,0,0,-1,-1,0,-1,-1,2,0,0,-1,-1,2,2,2,0,2,2,2,0,0,0,2,0,0,2,-1,0,0,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,0,-1,-1,0,2,2,-1,2,-1,-1,-1,2,2,0,0,0,2,2,-1,2,-1,2,-1,2,0,-1,0,-1,2,2,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,0,0,-1,2,0,2,-1,2,-1,2,2,-1,2,0,0,-1,0,0,0
Sat_162,2,0,2,2,0,0,0,2,0,0,0,0,0,0,-1,0,0,2,2,2,0,2,0,0,2,0,0,2,0,0,0,2,2,0,2,0,0,0,2,0,0,0,2,2,0,2,2,0,2,0,2,2,2,2,0,0,0,0,0,0,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,2,2,0,2,0,0,2,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,2,2,0,0,2,2,0,0,2,0,2,0,2,0,2,0,0,0,2,0
A117_1D,0,0,0,2,2,0,0,-1,2,2,2,0,0,2,2,2,0,2,2,0,-1,0,2,2,0,0,2,2,0,2,0,-1,0,2,0,2,2,2,0,0,0,-1,2,0,0,0,2,0,2,2,0,2,2,2,-1,0,-1,2,0,0,0,0,2,0,0,2,0,2,0,2,0,2,-1,0,-1,2,0,-1,-1,-1,0,0,2,0,0,-1,0,0,0,2,0,2,-1,0,-1,0,-1,2,-1,2,2,-1,2,-1,0,2,-1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,0,0,0,2,-1,0,0,0,2,2,0,0,2,2,2,2,0,0,0,2,2,0,0,0,0,2,2,2,2,0,-1,-1,2,2,2,0,0,2,2,0,2,-1,2,2,2,-1,2,2,-1,0,0,0,0,0
Sat_250,0,0,2,2,0,0,0,2,2,2,2,0,0,0,2,2,0,2,2,0,0,0,0,2,-1,0,2,2,0,2,0,2,0,2,0,2,2,2,0,-1,-1,2,2,0,0,0,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-1,0,-1,2,2,0,2,-1,2,2,0,2,0,0,2,0,0,2,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,2,2,2,2,0,2,0,2,2,2,0,0,0,2,2,0,2,2,2,2,2,0,0,0,2,2,0,0,0,0,2,2,2,2,0,2,0,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,0,0,0,-1,0,0
GNE106,2,0,2,2,0,0,0,2,2,0,2,2,2,2,2,0,0,2,2,2,0,2,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,2,0,0,0,2,2,0,2,2,0,2,0,0,2,2,2,0,0,0,0,0,0,2,2,0,2,-1,2,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,0,0,2,2,0,2,2,0,2,0,0,0,2,0,0,2,2,2,2,0,0,0,2,0,0,0,0,2,0,2,2,0,2,2,2,0,2,2,0,2,2,0
LA7_2T,2,0,2,-1,-1,-1,-1,2,-1,2,2,-1,0,0,-1,2,0,2,-1,-1,-1,2,0,2,0,0,2,2,-1,-1,-1,-1,-1,-1,0,2,2,2,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,-1,0,0,2,0,2,0,0,2,0,2,2,0,2,0,0,0,2,-1,0,0,2,0,0,0,0,-1,-1,2,0,0,2,0,0,0,2,0,2,2,0,2,-1,2,2,0,2,-1,0,2,0,0,2,-1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,-1,2,0,2,2,-1,0,0,0,2,2,2,2,2,2,2,2,-1,0,0,2,2,0,0,0,0,2,2,2,2,0,2,0,2,2,-1,0,0,2,2,2,2,-1,2,2,0,2,2,2,0,0,0,0,0,0
A96V,0,-1,2,2,0,2,0,-1,2,2,-1,0,0,2,2,0,-1,2,2,0,0,2,2,2,0,0,2,2,0,2,0,2,0,2,0,0,2,2,0,-1,0,2,2,2,0,2,2,0,0,0,2,2,2,2,0,0,0,2,0,2,0,0,2,2,-1,-1,2,2,-1,-1,-1,2,2,-1,0,2,0,0,0,-1,0,0,2,0,0,0,-1,0,0,0,-1,2,2,0,2,0,2,2,0,2,0,0,2,0,0,2,0,0,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,-1,2,2,2,-1,2,2,2,0,0,0,-1,-1,-1,2,2,2,2,2,0,-1,0,2,2,-1,0,-1,0,2,0,0,2,0,2,0,2,0,2,2,0,2,2,-1,2,-1,2,2,0,2,2,2,0,0,0,0,0,-1
Sat_310,0,0,2,2,2,2,2,2,2,2,2,0,0,2,0,2,0,2,2,0,0,0,2,2,2,0,0,0,0,2,2,2,2,2,0,0,2,2,0,0,0,2,2,0,0,-1,2,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,2,2,0,0,0,-1,0,2,0,2,0,2,0,0,0,2,0,-1,2,0,2,2,0,2,2,2,2,0,2,2,0,2,0,0,2,0,0,0,2,2,2,2,2,2,0,2,0,2,2,0,0,0,-1,-1,-1,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,-1,0,0,2,2,0,2,0,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,0,0,0,0,-1,-1,0,0
K418_1V,2,0,2,2,2,0,0,2,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,0,0,2,0,2,0,2,-1,0,2,0,0,0,2,0,0,0,0,2,2,-1,-1,0,2,0,2,2,2,2,0,2,0,-1,2,0,2,2,0,2,0,2,2,2,2,2,0,0,-1,0,0,2,0,2,0,0,0,0,2,0,2,2,0,2,0,2,2,2,0,-1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,-1,-1,0,-1,-1,0,0,2,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,2,0,0,2,2,0,2,2,2,2,2,2,0,-1,2,-1,-1,2,2,2,2,0,0,2,2,0,0,2,2,0,2,2,0,2,0,2,0,2,2,0,2,2,2
GNB113,0,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,0,2,2,0,0,0,2,2,2,0,2,2,0,2,0,2,0,0,2,0,2,2,0,0,0,2,2,0,0,2,0,0,0,2,2,2,2,2,0,0,0,0,2,2,0,0,2,0,2,2,-1,2,0,0,2,2,2,0,0,0,0,0,2,0,2,0,2,0,2,0,2,2,0,2,0,2,2,0,2,2,2,2,0,0,2,0,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,0,0,2,2,2,2,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0
A690D,0,0,2,2,0,2,2,2,2,2,-1,0,0,-1,0,-1,0,2,2,0,-1,0,2,-1,2,0,2,2,0,2,0,-1,0,2,0,0,2,2,0,0,0,-1,2,-1,0,2,2,0,0,2,-1,2,2,2,-1,0,-1,2,0,2,0,0,2,0,0,2,2,2,-1,0,0,-1,-1,0,-1,2,0,-1,-1,2,2,0,2,0,2,-1,-1,2,0,2,0,2,-1,0,2,-1,-1,2,-1,-1,2,-1,2,-1,2,2,-1,0,0,2,2,2,2,2,2,0,2,0,2,2,-1,2,-1,2,2,-1,2,2,2,2,2,0,2,2,-1,2,0,0,2,2,2,-1,2,2,2,2,2,0,0,2,2,0,2,0,0,0,2,2,2,0,-1,-1,2,0,2,2,2,2,2,0,2,-1,2,-1,0,-1,2,2,-1,-1,0,2,0,0
Satt327a,0,-1,2,-1,0,2,0,-1,2,2,-1,0,0,2,0,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,2,-1,-1,2,2,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,2,-1,-1,0,0,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,2,0,0,2,0,-1,0,-1,-1,-1,-1,-1,0,2,-1,-1,2,0,-1,2,-1,-1,0,-1,2,2,2,2,2,0,2,0,0,-1,-1,-1,-1,0,2,0,2,2,2,-1,2,0,0,2,-1,2,0,-1,-1,-1,-1,2,2,2,2,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,2,0,2,-1,-1,-1,-1,-1,-1,0,0,2,2,0,0,0,0,0,0
GNB103,2,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,2,0,0,2,0,2,0,0,0,2,2,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,2,2,2,2,2,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,2,0,0,2,0,2,2,0,0,2,0,0,2,2,2,2,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,2,0,2,2,0,2,2,2
Sat_232b,0,0,2,2,0,2,2,2,2,2,2,0,0,2,0,2,0,2,2,0,0,0,2,2,2,0,2,2,0,2,0,-1,0,2,0,0,2,2,0,0,0,2,-1,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,2,0,2,0,2,0,2,0,2,2,0,2,0,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,0,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,0,0,0,2,2,-1,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,0,-1,0,0
Sat_232a,0,0,2,-1,0,2,2,2,0,2,2,0,0,2,-1,2,0,2,2,0,0,0,2,2,2,0,2,2,0,2,0,2,0,2,-1,0,2,2,0,0,0,2,2,0,0,2,0,0,-1,2,2,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2,2,0,0,2,0,0,2,0,2,0,-1,0,2,0,2,-1,0,0,0,2,2,0,2,2,2,2,0,0,2,-1,2,2,2,2,0,0,0,0,2,2,0,2,2,0,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,-1,0,0,0,2,2,2,2,2,2,2,-1,2,0,0,2,2,0,-1,-1,0,0,2,-1,2,0,2,2,2,0,2,2,2,2,2,0,2,0,2,2,0,-1,2,2,0,0,0,0,0,0
Satt158,0,-1,2,-1,0,2,2,-1,2,2,-1,0,0,2,0,2,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,0,-1,0,2,-1,-1,2,2,-1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,2,-1,-1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,0,2,-1,0,2,0,-1,2,-1,-1,-1,-1,-1,0,0,-1,-1,2,2,-1,2,0,-1,0,2,2,2,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BE820148,2,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,0,0,0,2,0,-1,0,2,2,0,2,2,-1,0,2,2,0,0,2,0,2,0,2,-1,0,0,2,2,0,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,2,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,2,2,2,2,2,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,2,2,2,2,0,2,2,0,2,2,0,0,2,0,2,2,0,0,2,2,0,2,2,2,2,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,2,0,2,2,0,2,2,2
Satt707,0,0,2,2,2,2,2,2,2,2,2,0,-1,2,0,2,0,2,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,2,0,0,2,2,0,0,0,2,2,2,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,2,0,0,0,2,0,0,2,0,2,0,2,0,2,0,2,2,-1,2,-1,2,2,0,2,0,2,2,-1,0,0,0,2,2,2,2,0,0,0,2,2,2,0,2,2,0,2,0,2,2,2,0,2,0,2,2,2,0,2,-1,2,0,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,0,0,2,0,2,0,0,2,2,2,2,0,2,0,2,-1,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,0,2,0,0
K2T,0,-1,-1,-1,0,2,0,-1,2,-1,-1,0,0,-1,-1,-1,-1,2,2,2,0,0,0,-1,0,0,2,2,0,2,0,2,0,2,0,-1,2,2,0,-1,0,2,2,-1,0,-1,0,0,0,-1,2,0,-1,-1,0,0,-1,2,-1,2,0,-1,2,0,-1,-1,0,2,0,-1,0,2,-1,0,0,2,0,0,-1,-1,-1,-1,2,0,2,0,2,0,-1,-1,0,2,-1,0,2,0,2,2,2,0,0,0,2,2,2,2,0,0,0,2,2,2,0,0,2,0,2,0,2,-1,-1,-1,2,0,2,2,2,0,2,0,2,0,0,2,2,2,0,0,2,2,2,-1,-1,-1,0,-1,2,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,2,-1,0,2,-1,2,2,0,-1,-1,-1,-1,0,-1,0,-1,0
Satt589,2,0,0,0,0,0,0,2,0,2,0,2,2,2,2,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,2,2,0,0,2,0,2,0,2,0,0,0,2,2,0,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,2,0,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,2,2,2,2,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,0,2,-1,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,0,0,2,2,0,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,2,0,2,0,2,0,2,2,0,2,2,2
GNE486,0,0,2,2,0,2,2,2,0,2,2,0,0,2,0,2,0,2,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,0,2,0,2,2,0,0,0,2,2,2,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,2,0,2,0,0,2,0,2,2,0,2,0,2,2,0,0,0,0,2,2,2,2,0,0,2,2,2,0,0,2,2,0,2,0,2,2,0,2,2,0,2,2,2,0,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,-1,2,2,0,0,2,2,0,2,0,0,2,2,2,0,0,0,0,2,0,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,0,0,0,0
GNE034,0,0,2,2,0,2,2,2,2,2,2,0,2,2,0,2,0,2,2,0,0,0,0,2,0,0,2,2,0,2,0,2,0,0,2,0,2,2,0,0,-1,2,2,2,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,2,0,2,0,2,2,0,0,0,0,2,2,2,2,0,0,0,2,2,0,0,2,2,0,2,0,2,2,0,2,2,0,2,2,2,0,-1,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,0,2,2,0,2,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,0,0,0,0
Satt177,2,-1,0,-1,0,0,2,-1,0,2,-1,2,2,2,2,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,2,-1,0,0,-1,-1,2,0,-1,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,-1,-1,2,2,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,2,0,2,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,2,2,-1,2,0,-1,0,0,0,2,2,0,0,-1,0,0,-1,0,-1,-1,2,2,2,2,0,2,-1,-1,-1,-1,-1,2,-1,0,2,-1,-1,-1,-1,2,2,0,2,2,-1,0,2,0,2,2,0,0,2,2,0,2,2,2,2,-1,0,0,2,2,2,0,-1,-1,-1,-1,-1,-1,2,-1,2,0,2,2,0,2,2,2
GNE124,0,0,2,2,-1,-1,2,2,2,2,2,0,2,2,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,2,0,2,0,0,2,0,2,2,0,0,0,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,-1,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,2,2,2,2,0,0,0,2,2,0,0,2,2,0,2,2,2,2,0,2,2,0,2,2,2,0,2,0,2,0,2,2,2,-1,0,0,2,2,2,2,2,2,0,0,2,0,0,2,2,0,2,0,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,0,0,0,0
A85I,2,0,0,0,0,0,0,2,-1,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,2,0,2,0,2,0,0,0,2,2,0,2,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,2,0,0,-1,0,0,0,2,2,2,2,0,2,2,0,0,-1,2,2,0,2,0,0,-1,0,0,2,0,2,0,0,2,2,2,2,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,2,2,2,0,2,-1,0,0,2,0,0,2,0,-1,2,0,0,2,2,0,2,2,2,-1,-1,0,-1,2,2,2,0,0,0,0,0,2,0,2,-1,-1,-1,2,2,0,2,-1,2
GNT132,-1,0,2,2,0,2,2,2,2,2,-1,0,0,0,0,2,0,2,2,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,0,-1,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,-1,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,0,2,0,-1,2,0,2,0,2,2,0,0,0,0,2,2,2,2,0,0,0,2,2,0,0,0,2,0,2,0,2,2,0,-1,2,0,2,2,2,0,0,0,-1,0,2,2,2,2,0,0,2,2,2,2,2,2,0,0,2,0,0,2,2,0,2,0,0,2,2,2,0,0,0,0,2,0,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,0,0,0,0
